##Adding correction					
## 00302 chopped lc run					
##00703 running simple iteration					
##419702207 corrected for incorrect gti 0 rate					
##01402 ran for chopped 9.79243			
##419600602,802,803,903,1402,1403,2205,2210 dropped due to exposure less than 700s; 701 dropped due to same+0 variation, 401 dropped due to low SNR					
##removed 427900201,203,4279102 are dropped because of exposure less than 700 sec and bad through all the instruments					
LC_File_Path	Period	Chi-square	Date	freq	PErr
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196016/pipeline_output/P050419601602_HE_lcnet_27-250keV_0.05s_all.lc	9.79249	5426	20171.41	102.1190729	2.02E-04
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196016/pipeline_output/P050419601603_HE_lcnet_27-250keV_0.05s_all.lc	9.79265	12470	20171.48	102.1174044	1.04E-04
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196017/pipeline_output/P050419601701_HE_lcnet_27-250keV_0.05s_all.lc	9.79254	5776	20173	102.1185515	2.95E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196018/pipeline_output/P050419601801_HE_lcnet_27-250keV_0.05s_all.lc	9.79252	19720	20174	102.11876	2.00E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196019/pipeline_output/P050419601901_HE_lcnet_27-250keV_0.05s_all.lc	9.79248	4743	20175	102.1191772	4.13E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196019/pipeline_output/P050419601902_HE_lcnet_27-250keV_0.05s_all.lc	9.79253	7978	20175	102.1186558	1.17E-04
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196019/pipeline_output/P050419601903_HE_lcnet_27-250keV_0.05s_all.lc	9.79241	10060	20175	102.1199072	7.32E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196020/pipeline_output/P050419602002_HE_lcnet_27-250keV_0.05s_all.lc	9.79257	18590	20176	102.1182386	2.03E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196021/pipeline_output/P050419602101_HE_lcnet_27-250keV_0.05s_all.lc	9.79258	22740	20177	102.1181343	2.24E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196021/pipeline_output/P050419602102_HE_lcnet_27-250keV_0.05s_all.lc	9.79256	7535	20178	102.1183429	6.42E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602201_HE_lcnet_27-250keV_0.05s_all.lc	9.79256	7348	20179	102.1183429	6.29E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602202_HE_lcnet_27-250keV_0.05s_all.lc	9.79239	5525	20179	102.1201157	7.89E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602203_HE_lcnet_27-250keV_0.05s_all.lc	9.79255	20720	20179	102.1184472	9.97E-06
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602204_HE_lcnet_27-250keV_0.05s_all.lc	9.79255	4871	20179	102.1184472	6.35E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602206_HE_lcnet_27-250keV_0.05s_all.lc	9.79257	6156	20180	102.1182386	5.24E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602207_HE_lcnet_27-250keV_0.05s_all.lc	9.7925	3826	20180	102.1189686	1.58E-04
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602208_HE_lcnet_27-250keV_0.05s_all.lc	9.79251	15670	20180	102.1188643	9.15E-06
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602209_HE_lcnet_27-250keV_0.05s_all.lc	9.79252	3787	20180	102.11876	4.64E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602211_HE_lcnet_27-250keV_0.05s_all.lc	9.79243	3961	20181	102.1196986	8.60E-05
