9.79283000000000 6722.
9.79275000000000 6826.
9.79298000000000 6833.
9.79283000000000 6696.
9.79282000000000 6850.
9.79283000000000 6787.
9.79275000000000 7006.
9.79283000000000 6737.
9.79295000000000 6911.
9.79274000000000 6866.
9.79282000000000 6664.
9.79298000000000 6874.
9.79291000000000 6685.
9.79275000000000 6824.
9.79291000000000 6850.
9.79291000000000 6830.
9.79298000000000 6838.
9.79283000000000 6707.
9.79291000000000 6683.
9.79275000000000 6845.
9.79275000000000 6694.
9.79294000000000 6793.
9.79291000000000 6952.
9.79275000000000 6865.
9.79291000000000 6899.
9.79298000000000 6779.
9.79298000000000 6891.
9.79282000000000 6748.
9.79275000000000 6774.
9.79283000000000 6686.
9.79298000000000 6865.
9.79298000000000 6783.
9.79275000000000 6696.
9.79298000000000 6742.
9.79275000000000 6787.
9.79291000000000 6989.
9.79283000000000 6802.
9.79283000000000 6678.
9.79291000000000 6756.
9.79294000000000 6812.
9.79275000000000 6897.
9.79283000000000 6883.
9.79291000000000 6715.
9.79276000000000 6791.
9.79298000000000 6701.
9.79291000000000 6820.
9.79275000000000 6849.
9.79298000000000 6705.
9.79275000000000 6811.
9.79295000000000 6770.
9.79275000000000 6837.
9.79283000000000 6796.
9.79283000000000 6716.
9.79291000000000 6647.
9.79298000000000 6943.
9.79283000000000 6778.
9.79291000000000 6788.
9.79276000000000 6608.
9.79276000000000 6781.
9.79298000000000 6769.
9.79283000000000 6734.
9.79283000000000 6728.
9.79283000000000 6829.
9.79276000000000 6829.
9.79283000000000 6745.
9.79291000000000 6860.
9.79274000000000 6861.
9.79291000000000 6679.
9.79283000000000 6660.
9.79291000000000 6661.
9.79275000000000 6785.
9.79298000000000 6744.
9.79291000000000 6920.
9.79291000000000 6759.
9.79276000000000 6998.
9.79299000000000 6568.
9.79291000000000 6704.
9.79275000000000 6815.
9.79275000000000 6760.
9.79291000000000 6874.
9.79275000000000 6938.
9.79275000000000 6853.
9.79291000000000 6797.
9.79298000000000 6763.
9.79283000000000 6804.
9.79276000000000 6833.
9.79298000000000 6671.
9.79283000000000 6814.
9.79275000000000 6810.
9.79291000000000 6734.
9.79291000000000 6829.
9.79275000000000 6979.
9.79298000000000 6878.
9.79283000000000 6975.
9.79275000000000 6822.
9.79298000000000 6703.
9.79275000000000 6914.
9.79283000000000 6833.
9.79298000000000 6864.
9.79276000000000 6812.
9.79298000000000 6937.
9.79275000000000 6763.
9.79291000000000 6960.
9.79298000000000 6801.
9.79298000000000 6724.
9.79298000000000 6744.
9.79291000000000 6862.
9.79276000000000 6948.
9.79291000000000 7027.
9.79298000000000 6768.
9.79291000000000 6804.
9.79298000000000 6732.
9.79298000000000 6983.
9.79291000000000 6963.
9.79276000000000 6698.
9.79298000000000 6669.
9.79291000000000 6749.
9.79298000000000 6776.
9.79291000000000 6939.
9.79298000000000 6788.
9.79283000000000 6914.
9.79298000000000 6671.
9.79276000000000 6969.
9.79298000000000 6873.
9.79275000000000 6705.
9.79298000000000 6752.
9.79276000000000 6714.
9.79282000000000 6903.
9.79291000000000 6709.
9.79280000000000 6838.
9.79291000000000 6675.
9.79298000000000 6707.
9.79298000000000 6704.
9.79299000000000 6645.
9.79298000000000 6797.
9.79275000000000 6732.
9.79298000000000 6688.
