9.79306	1871
9.79256	1886
9.79256	1887
9.79306	1963
9.79256	1939
9.79236	1906
9.79236	1953
9.79256	1847
9.79256	1983
9.79256	1911
9.79256	2027
9.79196	1948
9.79256	2015
9.79256	1964
9.79256	1932
9.79266	1930
9.79256	1955
9.79256	1980
9.79256	1930
9.79256	1838
9.79256	1895
9.79256	1951
9.79196	1943
9.79256	1888
9.79286	1969
9.79256	1930
9.79256	1959
9.79256	1921
9.79256	1936
9.79256	2012
9.79256	1970
9.79256	1892
9.79196	2008
9.79256	1859
9.79256	1930
9.79196	1913
9.79306	1929
9.79256	1884
9.79256	1875
9.79256	1944
9.79266	1876
9.79256	1903
9.79256	2020
9.79256	1866
9.79196	1945
9.79196	2048
9.79256	1967
9.79256	2010
9.79256	1926
9.79256	1896
9.79306	1879
9.79256	1998
9.79256	1963
9.79256	1940
9.79256	1927
9.79256	1956
9.79256	2066
9.79286	1907
9.79256	1835
9.79196	1924
9.79256	2002
9.79256	1986
9.79256	1906
9.79256	1918
9.79256	2039
9.79256	1958
9.79256	1910
9.79256	1991
9.79306	1931
9.79256	1941
9.79256	1870
9.79256	1942
9.79256	1935
9.79236	1932
9.79306	1948
9.79256	1970
9.79256	1958
9.79196	1857
9.79256	1968
9.79256	1908
9.79256	1909
9.79286	1898
9.79196	1985
9.79256	1888
9.79256	1941
9.79256	1915
9.79256	1901
9.79256	1955
9.79236	1996
9.79306	1900
9.79256	1916
9.79256	1917
9.79256	1912
9.79236	1946
9.79166	1893
9.79256	1922
9.79256	1877
9.79256	1892
9.79266	2082
9.79256	2006
9.79256	1931
9.79256	1980
9.79236	1884
9.79266	1887
9.79256	1959
9.79196	2013
9.79256	1887
9.79256	1866
9.79286	1995
9.79256	1985
9.79256	1932
9.79256	1914
9.79256	2024
9.79196	2011
9.79256	1921
9.79256	1938
9.79256	2031
9.79256	1963
9.79236	1936
9.79236	1942
9.79196	1971
9.79266	1920
9.79256	1963
9.79236	1947
9.79256	2045
9.79256	1933
9.79196	1898
9.79256	1958
9.79256	2022
9.79196	1890
9.79256	1891
9.79256	1867
9.79256	1996
9.79256	1923
9.79256	1904
9.79256	1926
9.79256	2002
9.79256	1913
9.79256	1989
9.79256	1898
9.79306	1964
9.79256	1972
9.79256	1914
9.79256	1890
9.79196	1973
9.79306	2049
9.79256	1984
9.79256	2034
9.79256	2017
9.79256	1938
9.79256	1933
9.79256	1887
9.79236	1915
9.79256	1954
9.79256	1887
9.79256	1963
9.79256	1888
9.79166	1861
9.79256	1920
9.79196	1911
9.79256	1909
9.79256	1999
9.79196	2053
9.79256	1992
9.79256	1969
9.79296	1962
9.79256	2002
9.79286	1958
9.79236	1933
9.79256	1970
9.79256	1950
9.79256	1893
9.79256	1923
9.79396	1983
9.79256	1989
9.79256	1953
9.79256	1871
9.79256	1901
9.79256	1850
9.79256	2041
9.79286	1916
9.79256	2021
9.79256	1927
9.79256	1860
9.79306	1878
9.79256	1983
9.79256	1974
9.79256	1837
9.79256	1985
9.79256	1960
9.79256	1925
9.79256	1863
9.79256	1937
9.79236	2007
9.79256	1875
9.79306	1959
9.79256	1954
9.79256	1941
9.79286	1972
9.79196	1945
9.79256	1825
9.79256	1993
9.79256	1913
9.79196	1971
9.79256	2008
9.79256	1881
9.79256	1909
9.79266	1864
9.79256	1918
9.79256	1974
9.79256	1851
9.79196	1971
9.79256	1941
9.79256	1925
9.79256	1850
9.79256	1850
9.79256	1942
9.79256	1978
9.79256	1974
9.79256	1947
9.79256	1937
9.79256	1990
9.79256	1970
9.79306	2016
9.79256	1802
9.79196	1883
9.79256	1945
9.79256	1895
9.79256	1923
9.79256	1947
9.79196	1876
9.79256	1963
9.79256	1973
9.79256	1971
9.79216	1897
9.79256	1920
9.79256	2025
9.79256	1923
9.79256	1900
9.79256	1906
9.79196	1949
9.79256	1885
9.79256	2039
9.79256	1942
9.79256	1857
9.79256	1905
9.79256	1871
9.79256	1883
9.79256	1933
9.79256	1980
9.79256	1962
9.79256	1962
9.79256	1939
9.79256	1969
9.79256	1954
9.79256	1861
9.79256	1861
9.79256	1912
9.79256	2008
9.79236	1910
9.79256	1933
9.79256	1941
9.79256	1913
9.79256	1939
9.79256	1945
9.79256	1979
9.79256	1968
9.79256	1943
9.79256	1876
9.79256	1904
9.79256	1924
9.79256	1897
9.79256	2000
9.79196	1933
9.79256	1902
9.79256	1878
9.79256	1917
9.79256	1908
9.79256	1911
9.79256	1995
9.79256	1877
9.79256	1910
9.79256	1908
9.79256	1976
9.79306	1902
9.79256	1877
9.79256	1947
9.79306	1959
9.79256	1907
9.79256	2008
9.79256	1964
9.79256	2004
9.79256	1820
9.79306	1959
9.79306	1884
9.79256	1945
9.79256	1901
9.79256	1926
9.79256	1885
9.79256	1925
9.79256	1969
9.79196	1912
9.79256	1932
9.79286	2029
9.79256	2000
9.79256	1906
9.79306	1919
9.79256	1953
9.79196	1884
9.79286	1922
9.79276	1969
9.79256	1926
9.79286	1960
9.79256	1914
9.79306	1906
9.79196	1961
9.79196	1942
9.79256	1876
9.79256	1966
9.79256	1858
9.79256	1901
9.79256	2026
9.79256	1920
9.79236	1918
9.79266	1846
9.79256	1970
9.79196	1954
9.79256	1911
9.79256	1934
9.79256	1953
9.79236	1966
9.79256	1889
9.79256	1885
9.79256	1913
9.79256	1954
9.79256	1944
9.79166	2024
9.79256	1896
9.79286	1958
9.79256	1952
9.79256	1934
9.79256	1926
9.79286	2004
9.79256	1938
9.79256	1896
9.79256	1974
9.79256	1991
9.79256	1924
9.79256	1936
9.79256	1975
9.79256	1925
9.79256	1910
9.79256	1832
9.79256	1956
9.79236	1913
9.79256	1898
