LC_File_Path	Period	Chi-square	Date	freq	PErr
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196015/pipeline_output/P050419601501_LE_lcnet_2-10keV_0.05s.lc	9.79251	4173	20170	102.1137547	2.70074E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196015/pipeline_output/P050419601502_LE_lcnet_2-10keV_0.05s.lc	9.79247	5141	20170	102.124183	0.000034389
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196016/pipeline_output/P050419601602_LE_lcnet_2-10keV_0.05s.lc	9.79247	1972	20171	102.124183	9.96755E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196016/pipeline_output/P050419601603_LE_lcnet_2-10keV_0.05s.lc	9.79275	1910	20171	102.1137547	0.000441024
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196018/pipeline_output/P050419601801_LE_lcnet_2-10keV_0.05s.lc	9.79065	3237	20174	102.124183	6.83037E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196019/pipeline_output/P050419601901_LE_lcnet_2-10keV_0.05s.lc	9.79245	285.2	20175	102.1554806	0.00327386
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196019/pipeline_output/P050419601902_LE_lcnet_2-10keV_0.05s.lc	9.78952	2287	20175	102.1137547	3.54344E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196019/pipeline_output/P050419601903_LE_lcnet_2-10keV_0.05s.lc	9.79249	1727	20175	102.1137547	0.000386696
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196020/pipeline_output/P050419602001_LE_lcnet_2-10keV_0.05s.lc	9.79269	2390	20176	102.1137547	6.18902E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196020/pipeline_output/P050419602002_LE_lcnet_2-10keV_0.05s.lc	9.79259	3678	20176	102.1137547	2.15314E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196021/pipeline_output/P050419602101_LE_lcnet_2-10keV_0.05s.lc	9.79259	4199	20177	102.1137547	1.02372E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602201_LE_lcnet_2-10keV_0.05s.lc	9.79259	2262	20179	102.1137547	7.68258E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602202_LE_lcnet_2-10keV_0.05s.lc	9.78909	1988	20179	102.1137547	4.17684E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602203_LE_lcnet_2-10keV_0.05s.lc	9.79263	5354	20179	102.1137547	2.79285E-06
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602204_LE_lcnet_2-10keV_0.05s.lc	9.7925	575.5	20179	102.1137547	0.000207109
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602205_LE_lcnet_2-10keV_0.05s.lc	9.79256	540.7	20180	102.124183	0.00013669
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602206_LE_lcnet_2-10keV_0.05s.lc	9.79241	1949	20180	102.1137547	6.00417E-05
